r/R,deg
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.10,0
0.1519395238907434, 38.49650349650349
0.16402499939085302, 40.38461538461539
0.1761165663604688, 42.167832167832174
0.18819595039107234, 44.16083916083916
0.2002936088301942, 45.83916083916084
0.2317134085426768, 44.79020979020979
0.25091372042591553, 44.16083916083916
0.2702236787602642, 41.64335664335665
0.2877549279988304, 39.75524475524475
0.3070405204551545, 37.65734265734265
0.3228174264759631, 35.97902097902097
0.3438390877415268, 33.98601398601399
0.36832679515606337, 32.30769230769231
0.3945749372578641, 30.314685314685306
0.42429521697814376, 28.531468531468533
0.4557576569771692, 26.748251748251747
0.48894398284642193, 25.279720279720273
0.5186398966886772, 23.916083916083906
0.5500779708096782, 22.55244755244754
0.5814977705221607, 21.5034965034965
0.6111693184863917, 20.55944055944056
0.6443251870081138, 19.615384615384613
0.6757388952510904, 18.671328671328666
0.7054043517458151, 17.832167832167826
0.7368058770497795, 17.09790209790208
0.7699495626324895, 16.363636363636346
0.7996028361882022, 15.734265734265719
0.8327404303014059, 15.104895104895064
0.8623937038571186, 14.475524475524452
0.8920408859433251, 13.951048951048904
0.9234363197777833, 13.32167832167832
0.9548378450817474, 12.587412587412572
0.9862332789162056, 11.95804195804196
0.9984527667454497, 11.538461538461533
